presentacion_original,presentacion_corregida,presentacion_key,unidad_base,contenido_base,cantidad,unidad_original,unidades_empaque,subtipo_conteo,regla,confianza,requiere_revision,motivo_revision,metodo,es_comparable
1 Kg. Granel. Agrio Sin Semilla o Persa,1 Kg. Granel. Agrio Sin Semilla o Persa,1 KG. GRANEL. AGRIO SIN SEMILLA O PERSA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Agrio Sin Semilla. en Malla,1 Kg. Granel. Agrio Sin Semilla. en Malla,1 KG. GRANEL. AGRIO SIN SEMILLA. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Agrio con Semilla o Colima,1 Kg. Granel. Agrio con Semilla o Colima,1 KG. GRANEL. AGRIO CON SEMILLA O COLIMA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Agrio con Semilla. Supremo,1 Kg. Granel. Agrio con Semilla. Supremo,1 KG. GRANEL. AGRIO CON SEMILLA. SUPREMO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Agrio con Semilla. en Malla,1 Kg. Granel. Agrio con Semilla. en Malla,1 KG. GRANEL. AGRIO CON SEMILLA. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Ahumado. Lomo,1 Kg. Granel. Ahumado. Lomo,1 KG. GRANEL. AHUMADO. LOMO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Ahumado. Lomo. Aleta Amarilla,1 Kg. Granel. Ahumado. Lomo. Aleta Amarilla,1 KG. GRANEL. AHUMADO. LOMO. ALETA AMARILLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Alfa/blanca,1 Kg. Granel. Alfa/blanca,1 KG. GRANEL. ALFA/BLANCA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Alfa/blanca. Mediana,1 Kg. Granel. Alfa/blanca. Mediana,1 KG. GRANEL. ALFA/BLANCA. MEDIANA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Alfa/blanca. en Malla,1 Kg. Granel. Alfa/blanca. en Malla,1 KG. GRANEL. ALFA/BLANCA. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Alimento Procesado. Congelado o Descongelado,1 Kg. Granel. Alimento Procesado. Congelado o Descongelado,1 KG. GRANEL. ALIMENTO PROCESADO. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Amarilla,1 Kg. Granel. Amarilla,1 KG. GRANEL. AMARILLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Amarilla. Chica,1 Kg. Granel. Amarilla. Chica,1 KG. GRANEL. AMARILLA. CHICA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Amarillo,1 Kg. Granel. Amarillo,1 KG. GRANEL. AMARILLO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Americano,1 Kg. Granel. Americano,1 KG. GRANEL. AMERICANO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Americano. Congelado,1 Kg. Granel. Americano. Congelado,1 KG. GRANEL. AMERICANO. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Ancho,1 Kg. Granel. Ancho,1 KG. GRANEL. ANCHO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Ataulfo,1 Kg. Granel. Ataulfo,1 KG. GRANEL. ATAULFO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Baby. Congelado,1 Kg. Granel. Baby. Congelado,1 KG. GRANEL. BABY. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bartlett,1 Kg. Granel. Bartlett,1 KG. GRANEL. BARTLETT,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bayo,1 Kg. Granel. Bayo,1 KG. GRANEL. BAYO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Corte Delgado o Bistec,1 Kg. Granel. Bistec Corte Delgado o Bistec,1 KG. GRANEL. BISTEC CORTE DELGADO O BISTEC,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Diezmillo o Diezmillo Sin Hueso,1 Kg. Granel. Bistec Diezmillo o Diezmillo Sin Hueso,1 KG. GRANEL. BISTEC DIEZMILLO O DIEZMILLO SIN HUESO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Flecha para Asar,1 Kg. Granel. Bistec Flecha para Asar,1 KG. GRANEL. BISTEC FLECHA PARA ASAR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Normal,1 Kg. Granel. Bistec Normal,1 KG. GRANEL. BISTEC NORMAL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Pulpa Blanca,1 Kg. Granel. Bistec Pulpa Blanca,1 KG. GRANEL. BISTEC PULPA BLANCA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec Ranchero,1 Kg. Granel. Bistec Ranchero,1 KG. GRANEL. BISTEC RANCHERO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec de Espaldilla,1 Kg. Granel. Bistec de Espaldilla,1 KG. GRANEL. BISTEC DE ESPALDILLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec de Res,1 Kg. Granel. Bistec de Res,1 KG. GRANEL. BISTEC DE RES,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec del 0,1 Kg. Granel. Bistec del 0,1 KG. GRANEL. BISTEC DEL 0,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec del 0 para el Asador,1 Kg. Granel. Bistec del 0 para el Asador,1 KG. GRANEL. BISTEC DEL 0 PARA EL ASADOR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec del 7,1 Kg. Granel. Bistec del 7,1 KG. GRANEL. BISTEC DEL 7,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec del 7 para el Asador o Bistec del 7,1 Kg. Granel. Bistec del 7 para el Asador o Bistec del 7,1 KG. GRANEL. BISTEC DEL 7 PARA EL ASADOR O BISTEC DEL 7,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec para Asar Rebanado,1 Kg. Granel. Bistec para Asar Rebanado,1 KG. GRANEL. BISTEC PARA ASAR REBANADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec para el Asador,1 Kg. Granel. Bistec para el Asador,1 KG. GRANEL. BISTEC PARA EL ASADOR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec/chuleta del 0,1 Kg. Granel. Bistec/chuleta del 0,1 KG. GRANEL. BISTEC/CHULETA DEL 0,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bistec/chuleta del 7,1 Kg. Granel. Bistec/chuleta del 7,1 KG. GRANEL. BISTEC/CHULETA DEL 7,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca,1 Kg. Granel. Blanca,1 KG. GRANEL. BLANCA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca Sin Rabo,1 Kg. Granel. Blanca Sin Rabo,1 KG. GRANEL. BLANCA SIN RABO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca Sin Rabo. en Malla,1 Kg. Granel. Blanca Sin Rabo. en Malla,1 KG. GRANEL. BLANCA SIN RABO. EN MALLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca con Cáscara,1 Kg. Granel. Blanca con Cáscara,1 KG. GRANEL. BLANCA CON CASCARA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca o Repollo,1 Kg. Granel. Blanca o Repollo,1 KG. GRANEL. BLANCA O REPOLLO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca. Chica,1 Kg. Granel. Blanca. Chica,1 KG. GRANEL. BLANCA. CHICA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca. Mi Tienda,1 Kg. Granel. Blanca. Mi Tienda,1 KG. GRANEL. BLANCA. MI TIENDA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanca. Sin Lavar,1 Kg. Granel. Blanca. Sin Lavar,1 KG. GRANEL. BLANCA. SIN LAVAR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Blanco,1 Kg. Granel. Blanco,1 KG. GRANEL. BLANCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Bola/sinaloa o Tomate Bola,1 Kg. Granel. Bola/sinaloa o Tomate Bola,1 KG. GRANEL. BOLA/SINALOA O TOMATE BOLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Brisket C/h para Asar,1 Kg. Granel. Brisket C/h para Asar,1 KG. GRANEL. BRISKET C/H PARA ASAR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Cabeza,1 Kg. Granel. Cabeza,1 KG. GRANEL. CABEZA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Caldo,1 Kg. Granel. Caldo,1 KG. GRANEL. CALDO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Canadiense. con Piel y con Espinas,1 Kg. Granel. Canadiense. con Piel y con Espinas,1 KG. GRANEL. CANADIENSE. CON PIEL Y CON ESPINAS,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Cantimpalo,1 Kg. Granel. Cantimpalo,1 KG. GRANEL. CANTIMPALO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Caribe,1 Kg. Granel. Caribe,1 KG. GRANEL. CARIBE,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar,1 Kg. Granel. Carne para Asar,1 KG. GRANEL. CARNE PARA ASAR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar para el Asador,1 Kg. Granel. Carne para Asar para el Asador,1 KG. GRANEL. CARNE PARA ASAR PARA EL ASADOR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar. Comercial,1 Kg. Granel. Carne para Asar. Comercial,1 KG. GRANEL. CARNE PARA ASAR. COMERCIAL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar. Corte 0,1 Kg. Granel. Carne para Asar. Corte 0,1 KG. GRANEL. CARNE PARA ASAR. CORTE 0,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar. Corte 7,1 Kg. Granel. Carne para Asar. Corte 7,1 KG. GRANEL. CARNE PARA ASAR. CORTE 7,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Carne para Asar. para el Asador,1 Kg. Granel. Carne para Asar. para el Asador,1 KG. GRANEL. CARNE PARA ASAR. PARA EL ASADOR,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Cascabel,1 Kg. Granel. Cascabel,1 KG. GRANEL. CASCABEL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chambarete con Hueso,1 Kg. Granel. Chambarete con Hueso,1 KG. GRANEL. CHAMBARETE CON HUESO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Charleston. Rayada o Roja,1 Kg. Granel. Charleston. Rayada o Roja,1 KG. GRANEL. CHARLESTON. RAYADA O ROJA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chico Quebrado,1 Kg. Granel. Chico Quebrado,1 KG. GRANEL. CHICO QUEBRADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chico o Jurelito. Fresco,1 Kg. Granel. Chico o Jurelito. Fresco,1 KG. GRANEL. CHICO O JURELITO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chico o Ración. del Golfo. Fresco,1 Kg. Granel. Chico o Ración. del Golfo. Fresco,1 KG. GRANEL. CHICO O RACION. DEL GOLFO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chico. Sin Cabeza,1 Kg. Granel. Chico. Sin Cabeza,1 KG. GRANEL. CHICO. SIN CABEZA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chico. con Cabeza,1 Kg. Granel. Chico. con Cabeza,1 KG. GRANEL. CHICO. CON CABEZA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. China,1 Kg. Granel. China,1 KG. GRANEL. CHINA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chino,1 Kg. Granel. Chino,1 KG. GRANEL. CHINO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chirla,1 Kg. Granel. Chirla,1 KG. GRANEL. CHIRLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chocolata,1 Kg. Granel. Chocolata,1 KG. GRANEL. CHOCOLATA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Ahumada,1 Kg. Granel. Chuleta Ahumada,1 KG. GRANEL. CHULETA AHUMADA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Ahumada o Entrecot Ahumado,1 Kg. Granel. Chuleta Ahumada o Entrecot Ahumado,1 KG. GRANEL. CHULETA AHUMADA O ENTRECOT AHUMADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Arriera o Chuleta Mixta,1 Kg. Granel. Chuleta Arriera o Chuleta Mixta,1 KG. GRANEL. CHULETA ARRIERA O CHULETA MIXTA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Mixta,1 Kg. Granel. Chuleta Mixta,1 KG. GRANEL. CHULETA MIXTA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Mixta con Hueso,1 Kg. Granel. Chuleta Mixta con Hueso,1 KG. GRANEL. CHULETA MIXTA CON HUESO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Natural,1 Kg. Granel. Chuleta Natural,1 KG. GRANEL. CHULETA NATURAL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta Ranchera,1 Kg. Granel. Chuleta Ranchera,1 KG. GRANEL. CHULETA RANCHERA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta de Paleta de Puerco,1 Kg. Granel. Chuleta de Paleta de Puerco,1 KG. GRANEL. CHULETA DE PALETA DE PUERCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta de Sirloin,1 Kg. Granel. Chuleta de Sirloin,1 KG. GRANEL. CHULETA DE SIRLOIN,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta de Sirloin con Hueso,1 Kg. Granel. Chuleta de Sirloin con Hueso,1 KG. GRANEL. CHULETA DE SIRLOIN CON HUESO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta del 7,1 Kg. Granel. Chuleta del 7,1 KG. GRANEL. CHULETA DEL 7,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta o Chuleta Costilla o Chuletón,1 Kg. Granel. Chuleta o Chuleta Costilla o Chuletón,1 KG. GRANEL. CHULETA O CHULETA COSTILLA O CHULETON,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuleta o Chuleta Natural o Fresca/chuleta de Puerco Entrecortada o Lomo Deshuesado de Puerco o Chuleta Natural Lomo de Puerco,1 Kg. Granel. Chuleta o Chuleta Natural o Fresca/chuleta de Puerco Entrecortada o Lomo Deshuesado de Puerco o Chuleta Natural Lomo de Puerco,1 KG. GRANEL. CHULETA O CHULETA NATURAL O FRESCA/CHULETA DE PUERCO ENTRECORTADA O LOMO DESHUESADO DE PUERCO O CHULETA NATURAL LOMO DE PUERCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Chuletón o Chuleta Ahumada,1 Kg. Granel. Chuletón o Chuleta Ahumada,1 KG. GRANEL. CHULETON O CHULETA AHUMADA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Cocktail,1 Kg. Granel. Cocktail,1 KG. GRANEL. COCKTAIL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Coctel. Pulpa,1 Kg. Granel. Coctel. Pulpa,1 KG. GRANEL. COCTEL. PULPA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Coctelera o Cocktail,1 Kg. Granel. Coctelera o Cocktail,1 KG. GRANEL. COCTELERA O COCKTAIL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Coctelero. Chico. Congelado o Descongelado,1 Kg. Granel. Coctelero. Chico. Congelado o Descongelado,1 KG. GRANEL. COCTELERO. CHICO. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Coctelero. Congelado o Descongelado,1 Kg. Granel. Coctelero. Congelado o Descongelado,1 KG. GRANEL. COCTELERO. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Coctelero. Grande. Congelado o Descongelado,1 Kg. Granel. Coctelero. Grande. Congelado o Descongelado,1 KG. GRANEL. COCTELERO. GRANDE. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Codillo,1 Kg. Granel. Codillo,1 KG. GRANEL. CODILLO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Congelado,1 Kg. Granel. Congelado,1 KG. GRANEL. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla,1 Kg. Granel. Costilla,1 KG. GRANEL. COSTILLA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla Aguja o Costilla Punta Aguja,1 Kg. Granel. Costilla Aguja o Costilla Punta Aguja,1 KG. GRANEL. COSTILLA AGUJA O COSTILLA PUNTA AGUJA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla Especial,1 Kg. Granel. Costilla Especial,1 KG. GRANEL. COSTILLA ESPECIAL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla Simple C/h,1 Kg. Granel. Costilla Simple C/h,1 KG. GRANEL. COSTILLA SIMPLE C/H,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla con Falda,1 Kg. Granel. Costilla con Falda,1 KG. GRANEL. COSTILLA CON FALDA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla para Asar. Rdfs,1 Kg. Granel. Costilla para Asar. Rdfs,1 KG. GRANEL. COSTILLA PARA ASAR. RDFS,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Costilla para Cocer,1 Kg. Granel. Costilla para Cocer,1 KG. GRANEL. COSTILLA PARA COCER,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Cremoso,1 Kg. Granel. Cremoso,1 KG. GRANEL. CREMOSO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. D'anjou,1 Kg. Granel. D'anjou,1 KG. GRANEL. D'ANJOU,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Deglet Sin Hueso,1 Kg. Granel. Deglet Sin Hueso,1 KG. GRANEL. DEGLET SIN HUESO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. D´anjou,1 Kg. Granel. D´anjou,1 KG. GRANEL. D ANJOU,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entera,1 Kg. Granel. Entera,1 KG. GRANEL. ENTERA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero,1 Kg. Granel. Entero,1 KG. GRANEL. ENTERO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero Supermercado,1 Kg. Granel. Entero Supermercado,1 KG. GRANEL. ENTERO SUPERMERCADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Congelado o Descongelado,1 Kg. Granel. Entero. Congelado o Descongelado,1 KG. GRANEL. ENTERO. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Fresco,1 Kg. Granel. Entero. Fresco,1 KG. GRANEL. ENTERO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Fresco. del Golfo,1 Kg. Granel. Entero. Fresco. del Golfo,1 KG. GRANEL. ENTERO. FRESCO. DEL GOLFO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Mexicana o Mexicana Sustentable. Fresco,1 Kg. Granel. Entero. Mexicana o Mexicana Sustentable. Fresco,1 KG. GRANEL. ENTERO. MEXICANA O MEXICANA SUSTENTABLE. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Pargo-huachinango. Fresco,1 Kg. Granel. Entero. Pargo-huachinango. Fresco,1 KG. GRANEL. ENTERO. PARGO-HUACHINANGO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Salmonada. Fresco,1 Kg. Granel. Entero. Salmonada. Fresco,1 KG. GRANEL. ENTERO. SALMONADA. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Chica. Congelado,1 Kg. Granel. Entero. Tilapia Chica. Congelado,1 KG. GRANEL. ENTERO. TILAPIA CHICA. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Chica. Congelado o Descongelado,1 Kg. Granel. Entero. Tilapia Chica. Congelado o Descongelado,1 KG. GRANEL. ENTERO. TILAPIA CHICA. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Chica. Descongelado,1 Kg. Granel. Entero. Tilapia Chica. Descongelado,1 KG. GRANEL. ENTERO. TILAPIA CHICA. DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Grande. Congelado,1 Kg. Granel. Entero. Tilapia Grande. Congelado,1 KG. GRANEL. ENTERO. TILAPIA GRANDE. CONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Grande. Congelado o Descongelado,1 Kg. Granel. Entero. Tilapia Grande. Congelado o Descongelado,1 KG. GRANEL. ENTERO. TILAPIA GRANDE. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. Tilapia Grande. Descongelado,1 Kg. Granel. Entero. Tilapia Grande. Descongelado,1 KG. GRANEL. ENTERO. TILAPIA GRANDE. DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. con Vísceras o Tipo Super o Entero Supermercado o Canal Entera,1 Kg. Granel. Entero. con Vísceras o Tipo Super o Entero Supermercado o Canal Entera,1 KG. GRANEL. ENTERO. CON VISCERAS O TIPO SUPER O ENTERO SUPERMERCADO O CANAL ENTERA,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. con Vísceras. Amarillo. Fresco,1 Kg. Granel. Entero. con Vísceras. Amarillo. Fresco,1 KG. GRANEL. ENTERO. CON VISCERAS. AMARILLO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. del Golfo. Fresco,1 Kg. Granel. Entero. del Golfo. Fresco,1 KG. GRANEL. ENTERO. DEL GOLFO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Entero. del Pacífico. Fresco,1 Kg. Granel. Entero. del Pacífico. Fresco,1 KG. GRANEL. ENTERO. DEL PACIFICO. FRESCO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Espanol,1 Kg. Granel. Espanol,1 KG. GRANEL. ESPANOL,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Especial. Congelado o Descongelado,1 Kg. Granel. Especial. Congelado o Descongelado,1 KG. GRANEL. ESPECIAL. CONGELADO O DESCONGELADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
1 Kg. Granel. Espinazo o Espinazo Cargado,1 Kg. Granel. Espinazo o Espinazo Cargado,1 KG. GRANEL. ESPINAZO O ESPINAZO CARGADO,kg,1.0,1.0,KG,,,cantidad_explicita,alta,False,,auto,True
